Shiran&Yonatan,,,,,,,,BOAZ,,
lat,lon,alt,,lat diff,lon diff,alt diff,,lat,lon,alt
32.10558929,35.21199049,691.089803,,0.002639065,0.003649917,12.36825507,,32.10295022,35.20834057,703.4580581
32.10544864,35.21192983,691.5885471,,0.001647373,0.001765959,14.44060825,,32.10380127,35.21016387,706.0291553
32.10533815,35.21187488,692.0554072,,0.001765053,0.002208751,12.38198882,,32.1035731,35.20966613,704.437396
32.10524361,35.21180124,692.3384221,,0.001501655,0.001682752,9.576722335,,32.10374196,35.21011849,701.9151444
32.10521012,35.21178481,692.3547335,,0.002044691,0.003770429,4.940961102,,32.10316543,35.20801438,697.2956946
32.10521012,35.21178481,692.3483457,,0.001333394,0.00144265,7.208577468,,32.10387673,35.21034216,699.5569232
32.10521012,35.21178481,692.3377116,,0.002120492,0.003218895,10.8556849,,32.10308963,35.20856592,703.1933965
32.10517571,35.21174277,692.1254031,,0.001273056,0.0020838,2.865184478,,32.10390265,35.20965897,694.9905876
32.10499245,35.21165147,691.7543962,,0.00080895,0.00204158,3.078622225,,32.1041835,35.20960989,688.675774
32.10486246,35.21155668,691.4626497,,0.00015171,0.001512838,4.068206925,,32.10501417,35.21004384,687.3944428
32.10490612,35.21135241,691.7266026,,0.000995946,0.000902263,7.176741964,,32.10391017,35.21045015,698.9033446
32.10500395,35.2111799,692.1896063,,0.000679104,0.001271777,4.92214545,,32.10432485,35.20990812,697.1117517
32.10506656,35.21095879,692.5004479,,0.001257765,0.000791653,13.77524962,,32.10380879,35.21016714,706.2756975
32.10506215,35.21071549,692.6868607,,0.000711449,0.001586169,4.496651083,,32.1043507,35.20912932,697.1835118
32.10500248,35.21047226,692.7188464,,0.000587165,0.000769782,0.554168394,,32.10441531,35.20970248,693.2730148
32.10493192,35.21025667,692.7030959,,0.000702175,0.00100694,12.49892215,,32.10422975,35.20924973,705.2020181
32.10483384,35.21004948,692.7415285,,0.001034136,0.000326815,7.620398333,,32.1037997,35.20972266,700.3619268
32.10470434,35.20983067,692.8241294,,0.002180477,0.0025062,6.2630942,,32.10252386,35.20732447,699.0872236
32.10457103,35.2096085,692.8918491,,0.000357127,0.000184682,1.36666885,,32.1042139,35.20942382,691.5251803
32.10446697,35.20942986,692.9030486,,9.15683E-05,2.13443E-05,3.287509535,,32.1043754,35.2094512,696.1905581
32.10436268,35.20927747,692.9954485,,0.000664122,9.80338E-05,6.506848547,,32.10369856,35.20917944,699.502297
32.10423494,35.20910451,693.2393927,,0.000585632,0.001107567,6.684630406,,32.10482057,35.21021208,699.9240231
32.1040793,35.20894494,693.2106003,,0.000765994,0.000801817,3.078913917,,32.10331331,35.20814312,696.2895142
32.10391151,35.20882466,693.1255587,,0.000350143,0.000415438,4.10004502,,32.10426165,35.2092401,697.2256037
32.10374536,35.20874764,692.9018041,,0.000102251,0.000213763,2.781740973,,32.10364311,35.20853388,695.6835451
32.10358149,35.20869964,692.7637921,,0.000732486,0.000701701,4.403832857,,32.10431398,35.20940134,697.167625
32.10344003,35.20867174,692.4998606,,0.000375289,0.001510382,12.04112351,,32.10381532,35.21018212,704.5409841
32.10332615,35.20866419,692.4506545,,0.000475244,0.00150097,13.6605575,,32.10380139,35.21016516,706.111212
32.10319998,35.20865523,692.3581803,,0.000847397,0.000507325,0.902697391,,32.10404738,35.20916255,691.4554829
32.10300494,35.20863696,692.1964173,,0.000949498,0.00076498,0.981979118,,32.10395444,35.20940194,693.1783964
32.10277703,35.20865285,691.9026616,,0.002143953,0.001448071,2.537891774,,32.10492098,35.21010092,689.3647698
32.10255145,35.20870958,691.5312028,,0.001744827,0.000696251,2.8498776,,32.10429628,35.20940583,694.3810804
32.10234865,35.20880581,691.1193082,,0.000622529,0.00041474,12.53688898,,32.10297118,35.20839107,703.6561972
32.10214622,35.20904429,690.533534,,0.002220231,0.000537595,2.071803852,,32.10436645,35.20958188,688.4617301
32.10204841,35.20930544,690.6637923,,0.003162889,0.000654739,1.600940855,,32.1052113,35.20996018,689.0628514
32.10199116,35.20958211,691.3292747,,0.001804763,0.000592678,14.4878655,,32.10379592,35.21017479,705.8171402
32.1020499,35.209817,691.9252951,,0.001351326,0.000566718,13.20189565,,32.10340123,35.20925028,705.1271907
32.1024246,35.20994625,693.2951779,,0.001389656,0.000222472,12.35418997,,32.10381426,35.21016872,705.6493679
32.102644,35.20986621,693.953681,,0.001275485,0.000646536,5.418968707,,32.10391948,35.21051275,699.3726497
32.10284686,35.20976947,694.5438851,,0.001384853,0.000157114,1.338503012,,32.10423171,35.20961236,693.2053821
32.1030462,35.20968509,695.2842001,,0.000901096,0.000158359,7.536096473,,32.1039473,35.20984345,702.8202966
32.10324718,35.2096609,695.9976938,,0.000512219,0.000131056,14.89461349,,32.1037594,35.20979196,710.8923073
32.10343296,35.20971972,696.5946487,,0.000381049,0.000632571,2.330296822,,32.10381401,35.21035229,698.9249455
,,,,32.10372514,35.20971472,706.2826577,,32.10372514,35.20971472,706.2826577
,,,,32.10371051,35.21006876,706.4971078,,32.10371051,35.21006876,706.4971078
